DATA;ESN;MLP;RF;XGBoost;WSB
2023-11-30;3638.8391671594277;4039.926625444656;2981.0813601451564;2920.3818;3638.8391671594277
2023-12-31;3022.4867199884093;3656.962233110896;2855.8080617498513;2683.816;3015.8252768050374
2024-01-31;2268.6322016376216;2924.9937358523207;2061.658233893821;1752.8113;2252.0884480325367
2024-02-29;2696.171664192594;3163.0489614956346;2643.3220822178782;2569.9407;2681.857474208195
2024-03-31;2951.238658553588;3477.3220375001033;3412.050261013319;4042.7322;3109.006783544938
2024-04-30;3389.438441399706;3545.5550354733095;3831.477043303509;4111.951;3508.967146962581
2024-05-31;2628.5995393025214;3715.755980090567;2836.130146990486;2754.6138;2681.921069247474
2024-06-30;2099.6404535921956;2797.493459598033;2324.4216336089157;2366.6255;2237.217213948828
2024-07-31;2176.583883795446;2726.428104460033;2027.8242225069134;2518.2424;2285.821059851325
2024-08-31;3592.9393653306433;3576.7180926579026;3725.240862204112;3199.1052;3587.10470247266
2024-09-30;2594.0493181237275;3284.936373353886;2749.6507370490717;2687.2546;2660.341040158713
2024-10-31;3188.398371479411;3430.682314096961;2904.6077542466237;3046.5266;3126.0281737448536
