DATA;ESN;MLP;RF;XGBoost;WSB
2023-11-30;11169.66455417647;11825.281181466196;10153.257429288236;10877.565;11169.66455417647
2023-12-31;10633.099999415048;11612.004497946973;9037.15275225243;8701.805;10574.835393556765
2024-01-31;8049.997766494793;9732.767963561895;7990.296534178247;7682.9297;8029.223838110581
2024-02-29;8184.357563342098;10636.130618335937;8806.471720279284;8790.524;8318.883244663679
2024-03-31;11216.418723346498;10970.30127119202;11135.249655411559;10563.959;11184.555982470165
2024-04-30;10073.282815151866;11108.86688604233;11049.402836400888;11543.169;10440.497791211981
2024-05-31;11032.55646824442;12045.12307606998;11015.870182414892;10615.511;11028.901385526024
2024-06-30;5328.475071037182;8876.584460423377;8165.2967670514;7707.0674;6661.30001069067
2024-07-31;5252.284087295229;8411.32332821007;4788.7798887640165;5806.6865;5269.982795313544
2024-08-31;7621.7372683098865;8566.268335158093;7028.6594345538215;7669.689;7637.492784479656
2024-09-30;6005.350255320533;9410.47896226681;6667.849006405634;7071.091;6636.293261068327
2024-10-31;7840.801816682987;10092.878113102888;9086.150185480328;8942.372;8783.292371122941
